Gene names,F1,F2,Category
RPL26;RPL26L1,0.170202255,0.157729467,NA
DHX36,0.168688456,0.612447103,NA
RPS14,0.165325801,0.297393799,NA
LUC7L2;C7orf55,0.162574768,0.209288279,NA
PURA,0.162528356,0.021929423,NA
IMP4,0.16197141,0.229135513,NA
RPLP0;RPLP0P6,0.161572774,0.365072886,NA
SATB2;SATB1,0.160894394,0.824713389,NA
USP10,0.156193415,-0.314277649,NA
ITPR1,0.156046549,0.706190109,NA
SYNE1,0.155728022,0.34851265,NA
MRPS17;hCG_1984214,0.154726028,0.04810969,NA
TIAL1,0.154174169,0.392105738,NA
RPL8,0.153178533,0.168385188,NA
WHSC1,0.151913961,-0.096704483,NA
WDR82,0.151524862,0.521958033,NA
DOCK7,0.151421865,0.154437383,NA
PTPRF,0.150741577,0.120741526,NA
RPL29,0.150501887,-0.02677091,NA
BRD1,0.146999359,0.219174703,NA
STT3A,0.146095912,0.151208878,NA
RPS26;RPS26P11,0.14574496,0.250163396,NA
SQRDL,0.145558675,-1.112239838,NA
FAF2,0.144850413,0.396428426,NA
SUPT5H,0.144496918,0.379662832,NA
NUDT21,0.143119176,1.512049993,NA
AAAS,0.142567317,0.552488963,NA
SYNGR2,0.141228358,-0.4903965,NA
PDCD6IP,0.13816007,0.183254242,NA
MARS,0.138135274,0.448133469,NA
INTS3,0.13646698,0.327008565,NA
RPL36,0.135327657,0.150274277,NA
NSF,0.134187063,0.310750326,NA
RPL38,0.131738663,0.357552846,NA
RPS12,0.131423314,0.367431005,NA
RPL34,0.128451029,0.235989253,NA
RFX7,0.12501208,0.131676356,NA
SF3B3,0.12485822,0.445225398,NA
TMX2,0.123867671,0.33303833,NA
TIMM23B;TIMM23,0.122956594,-0.045870463,NA
CSTF3,0.121230443,0.190640132,NA
RBBP4,0.120670319,0.651427587,NA
SUPT16H,0.119639715,0.094278971,NA
RPS18,0.118397395,0.303322474,NA
IPO5,0.117732366,1.094148636,NA
TOMM70A,0.117645899,0.499452591,NA
RNF169,0.116746267,1.638232549,NA
VRK1,0.115769704,1.306697845,NA
NCKAP1,0.1155955,0.266501109,NA
NHP2L1,0.115532557,0.335981369,NA
MAGOHB;MAGOH,0.115517934,0.466304779,NA
LGALS7,0.115233103,-0.305875142,NA
SSR4,0.115216573,-0.075746536,NA
PSMB3,0.114298503,0.226666133,NA
USP7,0.114057541,0.308038712,NA
SF1,0.114021301,0.963592529,NA
PPP2R1A,0.111602783,0.383090973,NA
AP2B1,0.111484528,0.369188309,NA
HDAC1,0.11136055,0.266139984,NA
UPF1,0.111358007,0.401837031,NA
INO80,0.111223221,0.51252683,NA
RBBP7,0.110899607,0.728254318,NA
UTP11L,0.110835393,0.268404007,NA
TRIM33,0.11046346,2.239575068,NA
PDS5B,0.108878454,0.510625203,NA
CTNNB1,0.106933594,0.036782583,NA
RPS21,0.10686938,0.376421611,NA
SUPT20H,0.10657692,1.756853104,NA
SMARCB1,0.106177012,0.373567581,NA
CDC40,0.104590734,0.503737132,NA
ORC3,0.104380925,0.451615016,NA
RPSA,0.101151148,0.24651591,NA
RBM5,0.10107549,0.744505564,NA
IQGAP3,0.099113464,-0.112951279,NA
PHGDH,0.09849294,0.379858653,NA
ITPR3,0.098436991,-0.330708186,NA
ZNF207,0.097710292,0.772650401,NA
CNOT1,0.0952034,0.218500137,NA
RPL13,0.094407399,0.245134989,NA
SRSF1,0.091989517,-0.38844045,NA
DEFA3;DEFA1,0.091664632,-0.039481481,NA
MGST2,0.091566086,0.01782163,NA
,0.089997609,-0.443508148,NA
SLX4,0.089923859,0.879311244,NA
RPL12,0.088980357,0.381487528,NA
ALKBH5,0.087252299,0.51603953,NA
RPL32,0.086918513,0.195854187,NA
RPL27,0.086131414,0.290814718,NA
EXOSC4,0.084843318,0.056239446,NA
CISD2,0.083471298,-0.195573171,NA
NUP188,0.080193837,0.14761289,NA
BCAR2;TRERF1,0.078830719,1.501056035,NA
ATF1,0.078621546,-0.063785553,NA
DCAF13,0.078292211,0.119013468,NA
RAB7A,0.078261058,0.195944468,NA
RHOA,0.075782776,-0.117387772,NA
RPS4X,0.073204676,0.120248795,NA
PHF8,0.072701136,0.340349197,NA
LAMP1,0.070929209,0.653525035,NA
THOC6,0.070854187,0.816304525,NA
RBM14,0.069386164,0.310190837,NA
GIPC1,0.066554387,0.66109848,NA
TOP2A,0.066234589,0.253670375,NA
LONP2,0.065748215,-0.568385442,NA
GAR1,0.063874563,0.151056925,NA
CELF1,0.063718796,1.322734833,NA
RAN,0.063323339,0.342827479,NA
DDX6,0.062627157,0.182711283,NA
SLC12A2,0.06044515,0.154867808,NA
FAM120A,0.059420904,0.173383713,NA
AP2M1,0.059412638,0.402083715,NA
SEH1L,0.059333165,0.414070765,NA
SMC1A,0.058119456,0.250998815,NA
INTS2,0.057043076,0.29970932,NA
SYNPO2,0.055485408,1.911324183,NA
HNRNPH2,0.053662618,0.284516017,NA
AP2A1,0.05311203,0.422385534,NA
SRP72,0.052946091,1.068461736,NA
LSR,0.052513123,-0.270755768,NA
TFRC,0.052454631,-0.00746727,NA
IGHA1,0.052029292,-0.25905482,NA
ZNF280D,0.051429749,0.01091512,NA
RPS3,0.047890345,0.207351685,NA
RPL7A,0.047369639,-0.027743657,NA
PARP1,0.04699707,0.542310079,NA
EPPK1,0.045885722,-0.03864797,NA
RCC1,0.043226242,0.463909149,NA
CDCA2,0.041655858,0.503573736,NA
INTS1,0.040798187,0.443190257,NA
ACTN4,0.039709727,0.497751236,NA
HSPA1B;HSPA1A,0.039489746,0.062849681,NA
FAM179B,0.038419724,0.757085164,NA
NCBP1,0.037764867,0.442190806,NA
RFC4,0.037125905,0.09106636,NA
DDX20,0.036724726,0.148087184,NA
RPL15,0.035874685,-0.116674423,NA
TAF5L,0.035818736,0.136528015,NA
CWF19L1,0.035647074,1.025604248,NA
ESYT1,0.03465716,-0.302473068,NA
CORO1B,0.032435099,-0.621189117,NA
IGKC,0.03181076,-0.818561554,NA
NUP205,0.031702042,0.136582057,NA
CCAR1,0.031260173,0.626127879,NA
ILF2,0.028692881,0.208416621,NA
ZNF250,0.028419495,0.471785863,NA
HSPA8,0.028018951,0.268003464,NA
PTPN1,0.027821223,0.29302152,NA
CDK5RAP3,0.026292801,0.313625336,NA
MBD2,0.025697708,0.26944987,NA
DDX3Y,0.025522232,-0.081031164,NA
DHX37,0.024783452,0.161069234,NA
SMU1,0.024395625,0.548270543,NA
ZNF687,0.023404439,-0.065921783,NA
HNRNPH3,0.020079295,0.505642573,NA
FAM98A,0.018190384,0.338942846,NA
RRAGB;RRAGA,0.015389125,-0.34317716,NA
SNRPF,0.015057882,0.082880656,NA
TM7SF2,0.011802673,-0.104120255,NA
EIF2S2,0.009690603,0.268477122,NA
LSG1,0.009517034,0.159566243,NA
ZMYND11,0.009396235,0.427899679,NA
DYNLL1;DYNLL2,0.008495331,0.124137878,NA
FUBP1,0.008171717,1.035076141,NA
RPL30,0.007993062,0.32061259,NA
RPP30,0.007919947,-0.130109787,NA
SCML2,0.007839839,0.427165985,NA
CFL1,0.00775528,0.29322052,NA
H2AFY,0.005746841,0.432263056,NA
PTBP1,0.004350026,0.346719742,NA
WDR18,0.003046672,0.342896779,NA
NUP85,0.002762477,-0.068943024,NA
RPL23,0.001853307,-0.100887934,NA
NUDT16L1,-0.001191457,0.395576477,NA
FXR2,-0.001497269,-0.222308477,NA
SMPD4,-0.001991272,0.13139979,NA
DCD,-0.003645579,-0.62774086,NA
CIRH1A,-0.00551796,-0.026158015,NA
CPSF6,-0.005718231,0.586625417,NA
EED,-0.006692251,0.508294423,NA
EIF6,-0.006999969,-0.041595459,NA
NUP160,-0.007171631,0.102893829,NA
RPS16,-0.00879097,0.084243139,NA
KLK13,-0.009548823,0.345579147,NA
PRPF38A,-0.010062536,-0.818829219,NA
CBX8,-0.011433283,0.469900767,NA
HNRNPUL2;HNRNPUL2-BSCL2,-0.012466431,-0.091511408,NA
SRSF9,-0.015117645,0.384703318,NA
DTNB;DTNA,-0.01632754,0.063464483,NA
RPL24,-0.017065048,-0.06848526,NA
RING1,-0.01845487,0.131771088,NA
WAPAL,-0.018967946,0.495759328,NA
DHX16,-0.020807902,0.445427577,NA
PSIP1,-0.021645228,0.521092733,NA
NUP107,-0.022890091,0.06139183,NA
ASH2L,-0.02296257,0.944108327,NA
HIST1H4A,-0.024122874,0.445826213,NA
KRTCAP2,-0.026564916,0.487342834,NA
GEMIN4,-0.027879715,0.054698308,NA
INTS5,-0.029132843,0.310772578,NA
MYO1C,-0.030076981,-0.591520945,NA
GNB1,-0.030790965,0.539193471,NA
RPL9,-0.03296725,0.051834742,NA
MBNL1;MBNL2;MBLL,-0.034372965,0.76222229,NA
YTHDF2,-0.035684586,-0.256697337,NA
AP2A2,-0.037700653,0.529935837,NA
RPL17;RPL17-C18orf32,-0.038276037,0.131472905,NA
AQR,-0.039176305,0.061079025,NA
PSAPL1,-0.039294561,-0.290365219,NA
RRP7A,-0.040344238,0.101877213,NA
RPS15A,-0.040360769,0.017260234,NA
GTF3C2,-0.040495555,-0.280066172,NA
MDN1,-0.041899363,-0.129144033,NA
MYO1D,-0.04466629,-0.036068598,NA
PSMA6,-0.045274099,0.315222422,NA
ATP1A1,-0.046706518,0.048212687,NA
IMPDH2,-0.047080358,0.09955279,NA
PRDX1,-0.047726949,0.317416509,NA
EHMT1,-0.048553467,0.285131454,NA
RCL1,-0.049742381,-0.017337799,NA
PPIB,-0.050001144,-1.33652242,NA
RPL35,-0.051624298,-0.102158864,NA
PLBD1,-0.051949819,0.058120728,NA
VNN2,-0.052398682,0.075740178,NA
PPIE,-0.0562102,0.5669384,NA
RAP1A;RAP1B,-0.056253433,-0.021952311,NA
DDX52,-0.056735992,0.221558253,NA
CIRBP,-0.056812922,0.678567886,NA
PWP2,-0.057040532,0.019882838,NA
STRAP,-0.057649612,0.180565516,NA
GEMIN5,-0.05852445,0.341093699,NA
HNRNPA0,-0.05962944,0.583845139,NA
WHSC1L1,-0.06172053,1.696594238,NA
EHMT2,-0.061976751,0.58654658,NA
CCDC47,-0.062868118,-0.00140063,NA
HNRNPK,-0.064155579,0.283994039,NA
DDX39A,-0.067520777,0.339658101,NA
CSDE1,-0.067564011,0.03936704,NA
KDM2A,-0.068143209,0.282278061,NA
HNRNPH1,-0.068334579,0.382089615,NA
INTS12,-0.068360011,0.42457962,NA
FUS,-0.069708506,0.091368993,NA
PCNP,-0.069889069,0.955128352,NA
PSMD2,-0.070537567,1.080188751,NA
CDYL,-0.070795695,1.009447734,NA
UTP6,-0.071022669,-0.141311646,NA
NUP93,-0.071371714,0.07551829,NA
UTP15,-0.072340647,0.054017385,NA
TLCD1,-0.07283783,-0.214488347,NA
KPNA3,-0.072870255,0.78914388,NA
SNRPE,-0.073409398,0.483474731,NA
FBL,-0.075209936,0.013128916,NA
TRAF4,-0.076335907,0.14238739,NA
CASK,-0.079130809,-0.311047872,NA
DDX31,-0.079206467,-0.587023417,NA
SRP14,-0.079727809,-0.242542903,NA
SNRPD1,-0.080375036,0.19699796,NA
LYZ,-0.080537796,-0.315408071,NA
GLG1,-0.081899643,0.106910706,NA
KPNA2,-0.084384282,0.242722193,NA
RPS27,-0.085347493,0.104630152,NA
GRN,-0.085419337,0.061882019,NA
STEAP2,-0.085789998,-0.328145345,NA
NUP133,-0.088010152,0.081749598,NA
HNRNPA2B1,-0.088038127,0.686936061,NA
WFS1,-0.088531494,-0.029285431,NA
HNRNPAB,-0.089170456,0.373614629,NA
HIC2,-0.090402603,0.166092555,NA
ATP6V1H,-0.091348012,-0.040298462,NA
SRSF3,-0.091749191,-0.023298899,NA
H2AFY2,-0.092638652,0.631175995,NA
RPL14,-0.09280777,-0.074023565,NA
U2AF1,-0.092874527,0.063276291,NA
PPIA,-0.092990875,0.289133708,NA
KLK3,-0.093909582,1.443814596,NA
SNRNP40,-0.095029195,0.378952662,NA
MCM5,-0.095226288,-0.221690496,NA
CSNK1E;CSNK1D,-0.09609731,1.212732315,NA
RBM22,-0.099072774,1.498160044,NA
RRP9,-0.099120458,0.367160797,NA
POLR2A,-0.099906286,0.276658376,NA
MYO5C,-0.099951426,0.123999914,NA
SLTM,-0.101768494,-0.280483246,NA
SDAD1,-0.10413297,-0.143925985,NA
EXOSC7,-0.104560852,-0.803026199,NA
XRN1,-0.104675929,0.011067073,NA
SART3,-0.105262121,1.40602684,NA
DDX17,-0.106038411,-0.121815999,NA
CHAF1B,-0.107012431,0.487677892,NA
SNTB2,-0.107402802,0.08491389,NA
INTS7,-0.108176549,0.811155319,NA
DDX47,-0.110152562,-0.137885412,NA
STRN3,-0.111353556,0.83499527,NA
TNPO1;TNPO2,-0.113339106,0.739491781,NA
PAK1IP1,-0.114116033,-0.161341349,NA
RBM42,-0.115631104,-0.075145721,NA
WDR3,-0.116824468,-0.063620885,NA
NXF1,-0.117035548,0.071168264,NA
BPIFA1,-0.118837992,-0.298762639,NA
PCF11,-0.119281133,1.155424754,NA
POLR2B,-0.119532267,0.236461639,NA
VAPA,-0.120600382,-0.249127706,NA
PRPF6,-0.120871862,0.010550181,NA
PFN1,-0.121814092,-0.130292257,NA
TMCO1,-0.122562408,-0.143245697,NA
NUP98,-0.124210358,-0.056830088,NA
ABCF2,-0.124570211,0.237709681,NA
SSRP1,-0.125082652,0.029919306,NA
LMNA,-0.125179291,-0.100059509,NA
ANAPC7,-0.125205358,0.707013448,NA
DHX9,-0.125254949,0.111859639,NA
TREX1,-0.125319163,-0.474653244,NA
RPL10A,-0.125342051,0.365244548,NA
DDX10,-0.125595093,-0.013851166,NA
EPHX1,-0.126833598,0.917798996,NA
UTP20,-0.127017975,-0.170534134,NA
PTBP3,-0.127309163,0.345978419,NA
POLR1A,-0.128516515,1.039648692,NA
RPS2,-0.128633499,0.044740677,NA
MYO5A,-0.128753662,-0.859596252,NA
GTF2F2,-0.12928772,0.911091487,NA
DDX39B,-0.129533768,0.318789164,NA
DIMT1,-0.129870733,-0.165180842,NA
HCFC1,-0.130037944,0.221686681,NA
ACTG1,-0.1307621,0.054823558,NA
SRRT,-0.132746379,0.273492177,NA
TOP2B,-0.13351504,0.228512446,NA
ELAVL1,-0.13420105,0.381591161,NA
HBA1;HBA2,-0.137182872,0.144306819,NA
SKIV2L2,-0.137243907,-0.044020971,NA
HNRNPD,-0.137329737,0.104104996,NA
CCNT1,-0.137914022,0.193775813,NA
PRPF8,-0.139090856,0.115462621,NA
HNRNPA3,-0.141344706,-0.03741773,NA
SNRNP200,-0.142244975,0.069344203,NA
GLYR1,-0.142896016,-0.056825002,NA
EIF3H,-0.142985662,0.107234319,NA
POLR1E,-0.143826167,-0.160983404,NA
SMARCA5,-0.14436086,-0.037745158,NA
G3BP2,-0.144381841,-0.160686493,NA
RPS3A,-0.145510356,-0.040848414,NA
NOC4L,-0.145581563,-0.137262344,NA
CBX3,-0.150079091,0.056627909,NA
RPL23A,-0.150908152,-0.115926107,NA
LBR,-0.15235583,0.538934072,NA
SUPT6H,-0.155874888,0.216278076,NA
SF3A2,-0.156723658,0.330219905,NA
HEATR1,-0.158577601,-0.173642476,NA
DHX15,-0.160209656,0.00356547,NA
FLOT1,-0.163403193,-0.247169495,NA
CDC73,-0.163503647,-0.120406469,NA
RRP8,-0.167664846,-0.017964681,NA
FUBP3,-0.167671839,0.350572586,NA
DDX5,-0.168039958,0.169404984,NA
NKRF,-0.168200175,-0.092411677,NA
SF3A3,-0.16904513,0.145551046,NA
ESRRA,-0.169993083,0.008041382,NA
RRP12,-0.170691172,-0.146225611,NA
HK1,-0.172117233,-0.120235443,NA
FABP5,-0.172850291,-0.603688558,NA
ATP6V1B2,-0.172966639,0.583815257,NA
DPP4,-0.174527486,-0.015134811,NA
TEX10,-0.175075531,-0.400817871,NA
PHF10,-0.175441106,1.431362152,NA
EMG1,-0.176680883,-0.121059418,NA
DDX23,-0.176706314,0.077170054,NA
BPTF,-0.176937739,-0.207972844,NA
CHAMP1,-0.1779658,0.165447871,NA
C19orf43,-0.178582509,0.037878036,NA
WDR36,-0.178976695,-0.109541575,NA
RPF1,-0.179707209,0.458712896,NA
ZNF326,-0.179819107,0.21635437,NA
XPO1,-0.181820552,0.142697652,NA
CP,-0.181842804,-0.512908936,NA
EFTUD2,-0.182120005,0.287654241,NA
ATP2B4,-0.184242884,0.028546651,NA
CBLL1,-0.185384115,0.18473498,NA
MPRIP,-0.185791651,-0.070939382,NA
DDX3X,-0.187075297,-0.087193171,NA
GNAS,-0.187690099,0.513804754,NA
DDX50,-0.188790639,0.136768977,NA
URB1,-0.189090093,-0.414095561,NA
RPL4,-0.18939654,-0.197336197,NA
NOL11,-0.189505895,-0.150313059,NA
RAD50,-0.194803238,0.477517446,NA
NOP56,-0.194819132,-0.021484375,NA
ZNF618,-0.195077896,0.187784195,NA
WDR75,-0.197401047,0.029507955,NA
KRR1,-0.197552363,0.229929606,NA
DSC1,-0.199427287,-0.421770732,NA
DDX56,-0.201043447,-0.346721649,NA
HNRNPDL,-0.201255798,0.366580327,NA
UTRN,-0.201524734,-0.087876638,NA
NIP7,-0.202098846,0.202456792,NA
MORC2,-0.202473323,-1.370945613,NA
WDR33,-0.202770869,-0.209311803,NA
H3F3B;H3F3A;HIST3H3;H3F3C,-0.205502828,0.007998784,NA
CEBPZ,-0.205556234,-0.281525294,NA
UTP18,-0.205665588,-0.146219254,NA
PABPC1;PABPC3,-0.20589447,0.266500473,NA
DDX21,-0.206439336,0.056664785,NA
XRN2,-0.207625071,0.030948639,NA
CASC5,-0.209786097,0.510402044,NA
CPSF1,-0.210453033,0.150517146,NA
IGLL5;IGLC1;IGLC6;IGLC7,-0.21092542,-0.592094421,NA
CPQ,-0.212420781,-0.493973414,NA
GTF3C1,-0.212696075,-0.240980784,NA
DDX49,-0.213036219,0.396303177,NA
S100A8,-0.216292063,0.389586131,NA
PKP3,-0.217231115,-0.079396566,NA
RPL6,-0.218353271,-0.151437759,NA
AP3D1,-0.218659719,0.083587011,NA
BRD8,-0.218771617,0.622301737,NA
ZNF451,-0.219084422,0.542108536,NA
CENPB,-0.21918424,0.024939219,NA
ARGLU1,-0.220661799,-0.626024882,NA
YES1;FYN,-0.221412023,-0.293029785,NA
TARDBP;TDP43,-0.221699397,0.153093974,NA
STUB1,-0.22184817,0.582572937,NA
GNAI3,-0.22442627,-0.03424263,NA
SUZ12,-0.228858948,0.202397029,NA
S100A9,-0.229095459,0.122605006,NA
FOXA2,-0.229853948,8.820299784,NA
RBM39,-0.230983734,0.056745529,NA
PABPN1,-0.2312603,0.241289139,NA
MCM7,-0.232861837,-0.292444229,NA
FLNB,-0.235481898,-0.16798083,NA
RAC1;RAC3;RAC2,-0.237246831,-0.05573082,NA
GTF3C3,-0.237493515,-0.002463023,NA
SF3B5,-0.237599691,0.630346934,NA
GDPD3,-0.238998413,-0.656140645,NA
PKP4,-0.240521749,-0.266054153,NA
SUN1,-0.241207759,-0.053752263,NA
ATAD2,-0.241903941,0.04049174,NA
ALOX12B,-0.241992315,-0.207592646,NA
KHDRBS1,-0.242733002,0.183139801,NA
GTF2H2;GTF2H2C,-0.242801666,-0.36869367,NA
MCM3,-0.24323082,-0.26652654,NA
CHD3,-0.243878047,-0.121498108,NA
MCM2,-0.244021734,-0.063213984,NA
SP3,-0.245159785,-0.482218424,NA
HNRNPU,-0.245311737,0.061032613,NA
DHX33,-0.245405197,0.261090597,NA
HSPB1,-0.246303558,-0.291212082,NA
CTR9,-0.246398926,-0.180767695,NA
HNRNPF,-0.247978846,0.095528285,NA
CTNND1,-0.251499176,-0.202585856,NA
BRD9,-0.252629598,1.141027451,NA
PES1,-0.253484726,-0.315558751,NA
DIEXF,-0.254013697,0.149740855,NA
TBL3,-0.254784266,-0.193827947,NA
TRIM23,-0.257881165,-0.032490412,NA
ASPH,-0.259424845,1.279541651,NA
OSBP,-0.260465622,-0.180496852,NA
RPF2,-0.260669072,0.011777242,NA
NONO,-0.261562347,0.255102158,NA
TGM1,-0.263565699,-0.248414358,NA
NPM3,-0.264001211,-0.324307124,NA
MCM6,-0.264081319,-0.233861287,NA
BAZ1B,-0.264784495,-0.212871552,NA
NOP58,-0.265826543,-0.092121124,NA
MATR3,-0.265915553,0.024134318,NA
RPS7,-0.266431173,-0.235743841,NA
FLOT2,-0.266901016,-0.425883611,NA
PCBP1,-0.267359416,0.018858592,NA
GTPBP4,-0.267466227,-0.344786326,NA
TPI1,-0.267502467,-0.618534724,NA
NOC2L,-0.267742157,-0.119660695,NA
PRPF4,-0.26823171,0.331318537,NA
PARN,-0.269706726,-0.086061478,NA
HIST2H3A,-0.269831975,-0.096362432,NA
PELP1,-0.274612427,-0.094110489,NA
UBTF,-0.275789261,-0.088487625,NA
RPS27A;UBC;UBB;UBA52,-0.276027679,-0.153301239,NA
TRMT1L,-0.276862462,-1.85520045,NA
PRKCG,-0.278207143,-0.193774541,NA
SNRNP70,-0.278574626,0.105688731,NA
FYTTD1,-0.282956441,-0.211625417,NA
RRBP1,-0.283916473,0.205984751,NA
ZC3HC1,-0.28481547,0.113389333,NA
RPS25,-0.284826914,-0.27819252,NA
KMT2A,-0.28690211,0.725563049,NA
GLRX,-0.288359324,-0.504903158,NA
SPRR2E;SPRR2F,-0.290454865,-0.33323288,NA
FAR1,-0.292787552,-0.805561066,NA
THOC2,-0.297056834,0.024853388,NA
GNB2;GNB4,-0.298650106,0.47048378,NA
RSL1D1,-0.299531937,-0.323261261,NA
SNRPN;SNRPB,-0.302459081,0.191883723,NA
ME1,-0.302894592,-0.420095444,NA
WDR43,-0.303542455,-0.232821782,NA
DEK,-0.303906759,-0.157021205,NA
DDX41,-0.304805756,-0.209114075,NA
SNRPD3,-0.305327733,0.107463837,NA
ARPC2,-0.305627823,-0.01089859,NA
ECM1,-0.30571874,-0.057044983,NA
DSP,-0.3062102,-0.454333623,NA
AHCY,-0.30668958,0.535319646,NA
CMSS1,-0.306968689,0.2264328,NA
PPIL4,-0.309147517,1.081125895,NA
HNRNPC;HNRNPCL1;HNRNPCL3;HNRNPCL4;HNRNPCL2,-0.309541702,0.069818497,NA
ANXA2;ANXA2P2,-0.311601639,-0.255834579,NA
RBM15,-0.312555949,0.008677165,NA
SRPR,-0.312655767,0.316336314,NA
CTNNA1,-0.315895081,-0.382576625,NA
DDX54,-0.316748301,-0.440900803,NA
PAF1,-0.317330043,-0.193202972,NA
GTF3C4,-0.321279526,1.025775274,NA
HSP90AA1,-0.322652817,0.455107371,NA
XAB2,-0.323972702,-0.177039464,NA
LDHA,-0.324515025,0.273455302,NA
SDR9C7,-0.324778239,-0.351776759,NA
PDCD11,-0.325756709,-0.415101369,NA
HSP90AB2P,-0.326520284,0.102879842,NA
CKAP4,-0.326692581,-0.772762299,NA
LUC7L3,-0.327644984,-0.096991221,NA
SERPINA12,-0.334564845,-0.215379079,NA
CAMK2G;CAMK2B,-0.336030324,0.370461782,NA
PIP,-0.339764913,-0.784025192,NA
HNRNPL,-0.341908137,-0.019575119,NA
RSF1,-0.34408315,0.189988454,NA
EPB41L5,-0.344280243,0.271599452,NA
SPTBN2,-0.345671336,-0.313503901,NA
KPRP,-0.346595128,-0.364606857,NA
NCCRP1,-0.347073237,-0.392971039,NA
ERCC3,-0.349413554,-0.587230682,NA
LMNB1,-0.349417369,0.058818181,NA
RPL7L1,-0.35101064,-0.472978592,NA
NOL10,-0.35184288,0.022146225,NA
CNFN,-0.353194555,0.565788905,NA
TAOK3;TAOK1,-0.353737513,0.559160868,NA
NHP2,-0.354752223,-0.098457972,NA
ATP9A,-0.354792913,-0.436038971,NA
PLRG1,-0.35521253,-0.067944845,NA
DHX38,-0.355408986,-0.089627584,NA
NSA2,-0.355621974,-0.538588206,NA
LOR,-0.356508255,-0.414365133,NA
SKIL,-0.357732137,0.636351903,NA
DDX46,-0.357983907,-0.131926219,NA
DKFZp686J1372;TPM3,-0.35881869,-0.60289828,NA
TGM3,-0.35956955,-0.55505689,NA
HEXB,-0.360136032,-0.176935196,NA
SYPL1,-0.3616937,-0.25702095,NA
LEO1,-0.363084157,-0.419529597,NA
SFPQ,-0.363489787,0.020523707,NA
FARP2,-0.364055634,-0.758283615,NA
C3orf17,-0.365004222,-0.27377065,NA
SERPINB12,-0.367205302,-0.477858861,NA
TOLLIP,-0.371481578,-0.492860158,NA
CCT2,-0.372204463,0.40648969,NA
ABCE1,-0.372332255,-0.411483129,NA
SERPINB3,-0.372394562,-0.848543167,NA
KIAA2013,-0.37401708,0.512390773,NA
DDX51,-0.375085831,-0.105563482,NA
ATP1B1,-0.375186284,-0.173583349,NA
CALML5,-0.375309626,-0.894837062,NA
ILF3,-0.376955032,-0.08795929,NA
BOP1,-0.378433863,-0.564024607,NA
MCM4,-0.379746755,-0.347309748,NA
UHRF1,-0.379778544,0.006524404,NA
SRSF5,-0.384616216,-0.017271042,NA
GGH,-0.385281245,-0.252580007,NA
CDSN,-0.385507584,-0.583740234,NA
WDR55,-0.389652252,-0.478940964,NA
POLR2H,-0.392865499,0.069864909,NA
EXOSC6,-0.393497467,-0.040786107,NA
TXN,-0.394837062,-0.544728597,NA
RPS5,-0.394920349,0.273235957,NA
TOP1,-0.398509979,-0.203224182,NA
EMD,-0.398642222,-0.292556763,NA
MYBBP1A,-0.401858012,-0.528173447,NA
SLC9A3R2,-0.401878357,-0.183275223,NA
HNRNPR,-0.402122498,-0.116104762,NA
ARG1,-0.404965083,-0.444270452,NA
ZNF280C,-0.408671061,2.152947744,NA
CHERP,-0.408976873,0.065830231,NA
RPS29,-0.410717646,0.03122584,NA
TOX4,-0.411516825,0.01631546,NA
U2AF2,-0.412408829,0.121919632,NA
CCAR2,-0.414480209,0.546616236,NA
REST,-0.41448466,0.091878255,NA
CSTA,-0.414498011,-0.74340121,NA
DKC1,-0.416175207,0.167950312,NA
RBM27,-0.416455587,0.37053744,NA
HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BL,-0.416632334,0.084757487,NA
GGCT,-0.416770935,-0.783973058,NA
KIAA0020,-0.424732844,-0.281387329,NA
PRPF3,-0.425214767,-0.086319606,NA
TOE1,-0.425635656,0.048130035,NA
ANXA6,-0.427747091,0.009024938,NA
ZC3HAV1,-0.42814827,-0.343099594,NA
NOL9,-0.43056488,-0.227104823,NA
BRIX1,-0.431473414,-0.776462555,NA
SERPINB7,-0.431743622,-0.085416794,NA
PKM,-0.432177862,-0.13196818,NA
RUVBL1,-0.433505376,-0.143899282,NA
PKP1,-0.434108734,-0.417821884,NA
PPAN-P2RY11;PPAN,-0.435290019,-0.322652817,NA
LEMD2,-0.436014175,-0.085796992,NA
RFC1,-0.436196645,-0.219499588,NA
WDR46,-0.440961838,-0.360982259,NA
JUP,-0.445397059,-0.455222448,NA
SRSF6,-0.44567426,0.070384343,NA
SYNCRIP,-0.449445089,-0.247240067,NA
PLEC,-0.45190239,-0.321228027,NA
GSDMA,-0.453595479,-0.269036611,NA
CDCP1,-0.455090841,-0.208296458,NA
USP39,-0.456751506,-0.359596252,NA
FAM208A,-0.458403905,0.757726034,NA
CDK11B;CDK11A,-0.461141586,0.213019689,NA
ATP6V1A,-0.46142896,-0.365414302,NA
AZGP1,-0.462919235,-0.796145121,NA
RALY,-0.471556981,0.681711197,NA
SUB1,-0.472041448,-0.345542908,NA
KPNA6;KPNA5,-0.472931544,0.877287547,NA
EEF1E1;EEF1E1-BLOC1S5,-0.474034627,0.057513555,NA
SNRPA1,-0.474493663,-0.151727041,NA
XP32,-0.474866867,-0.356043498,NA
SRSF11,-0.47539266,-0.326269786,NA
CASP14,-0.479231517,-0.806398392,NA
FRG1,-0.47962443,-0.218996048,NA
SAP18,-0.480392456,0.268903732,NA
