Gene names,F1,F2,Category
KHSRP,1.327619553,1.122294108,NA
ZMYND8,1.347509384,1.118965785,NA
PHB2,0.887362162,1.117986043,NA
MRPS24,0.56494077,1.11730512,NA
INTS8,0.912174225,1.116509755,NA
HNRNPH1,0.903418859,1.116329829,NA
HIST1H1D;HIST1H1C;HIST1H1E,0.988669713,1.116100311,NA
EPHA2,0.985279083,1.113382975,NA
TUBA1B;TUBA4A,1.115877151,1.113183339,NA
SMCHD1,1.014966965,1.108381271,NA
MPRIP,0.90450414,1.108118057,NA
EEF1A1P5;EEF1A1,0.978493373,1.106386185,NA
RUVBL1,1.106860479,1.103851954,NA
GTPBP4,1.121370316,1.102897008,NA
UQCRH,0.899112701,1.101434708,NA
RPF2,0.631941477,1.100428263,NA
CYC1,1.075855891,1.099366506,NA
API5,1.888292948,1.096328735,NA
RBM27,0.826648076,1.092604955,NA
EVPL,1.157717387,1.091091156,NA
C12orf43,0.393265406,1.0856692,NA
NUMA1,0.996072769,1.08412234,NA
KIF4A,1.030763626,1.080961227,NA
CLU,1.392278035,1.080439885,NA
IGF2BP2,2.048258464,1.078357061,NA
WFDC12,1.677587509,1.075258255,NA
SFXN3,0.948216756,1.060342153,NA
ZNF250,1.155300776,1.059906642,NA
NUP98,0.994196574,1.059127172,NA
DNAJB1,0.80293719,1.052200317,NA
CEBPZ,1.417919795,1.046328227,NA
PDLIM7,1.102718353,1.045324326,NA
PPIA,1.307466507,1.04516538,NA
ESF1,0.491102219,1.045012156,NA
RPS26;RPS26P11,1.217742284,1.036577861,NA
ACTB,1.297922134,1.036083221,NA
SF3A1,1.032645543,1.035049438,NA
MED25,1.215036392,1.034299215,NA
INTS1,0.8328228,1.030310313,NA
SRSF10;FUSIP1,1.504417419,1.028828303,NA
LUC7L3,1.037911733,1.027544022,NA
WDR5,0.558411916,1.027032852,NA
UTP18,1.13303566,1.026315689,NA
ANXA7,1.429244995,1.02630806,NA
SCAF4,0.484414419,1.025103887,NA
ENO1,1.343288422,1.023935318,NA
,-1.900829315,1.020029068,NA
INTS5,0.830341339,1.01843071,NA
PLS3,2.05286026,1.018194834,NA
RPL36,1.152773539,1.012409846,NA
GNAI2,1.255659103,1.007107417,NA
CTSA,1.125233968,1.005912145,NA
KDM2B,1.478359222,1.00390625,NA
IARS,0.44909668,1.000553767,NA
TLE1;TLE4,2.057620366,1.00018247,NA
NXF1,1.56463623,0.999184926,NA
TAF9B,1.529371262,0.996508916,NA
CLIC1,2.503349304,0.991986593,NA
LMNB1,2.705607732,0.990507126,NA
RPL21,0.777855555,0.98573494,NA
RCL1,0.804878235,0.985592524,NA
POLRMT,-0.203039169,0.9826533,NA
DDX42,0.561974843,0.98192215,NA
S100A11,1.567000071,0.981864293,NA
MARS,1.731043498,0.977252324,NA
HSD17B4,0.730999629,0.971333186,NA
RPL30,0.824316661,0.965433757,NA
RCOR1;RCOR3,1.364496867,0.961986542,NA
PLEC,1.409159978,0.957974116,NA
BNC2,2.198453903,0.957879384,NA
MED8,2.633956909,0.956704458,NA
HNRNPA0,1.053756714,0.955464045,NA
CCDC137,1.377326965,0.953625997,NA
PSMC2,2.987615585,0.945196788,NA
ATP1A1,1.129906972,0.944189707,NA
CBX4,2.439980189,0.94354248,NA
PLEC,0.614087423,0.943276723,NA
SNRPF,1.08620135,0.942160924,NA
ABCE1,0.802978516,0.941109975,NA
ERCC2,0.398409526,0.941063563,NA
EPB41L2,0.498645782,0.93726476,NA
CAPN1,1.311745326,0.936695735,NA
ZBTB26,1.087509155,0.93572108,NA
MYH9,0.980195999,0.935541789,NA
HNRNPA3,0.915243785,0.934323629,NA
RRP9,0.605065028,0.933680852,NA
DDB1,0.47944514,0.932992299,NA
HSPB1,1.220820109,0.928707123,NA
OGDH;OGDHL,1.565292358,0.928682963,NA
CHERP,0.896402359,0.923458735,NA
SND1,0.943538666,0.923002879,NA
SCPEP1,1.417017619,0.919976552,NA
TRA2B,1.107659658,0.918610255,NA
SRP72,1.36476326,0.917882284,NA
SPCS2,0.850716909,0.915810903,NA
DHX9,0.863051732,0.913064321,NA
ETV4,0.970915476,0.911278407,NA
SNRPD3,0.68694369,0.911233266,NA
PRPF40A,0.696421941,0.908505122,NA
DDX55,1.043802261,0.903486888,NA
DDX50,2.591574987,0.900330861,NA
TALDO1,1.525274913,0.898736954,NA
PES1,1.025024414,0.898539861,NA
RPL22,1.268635432,0.897757848,NA
PDCD11,0.650088628,0.894493103,NA
SLC25A22,0.369455338,0.892288844,NA
PSMB5,1.043465296,0.888675054,NA
ALDH9A1,1.693559647,0.88615799,NA
UTP11L,1.267197291,0.884965261,NA
EEF1G,0.884824117,0.884884516,NA
PLRG1,0.715364456,0.883704503,NA
RPS7,0.776129405,0.880807241,NA
CFL1,0.833333969,0.880514781,NA
TIMMDC1,-0.201894124,0.880442301,NA
EIF2S3;EIF2S3L,0.76588122,0.873053869,NA
EIF2S1,0.705172221,0.872903188,NA
KPNA3,1.450446447,0.870217641,NA
CLTC,0.834177653,0.866439184,NA
GTF2H2C;GTF2H2,0.524934769,0.866342545,NA
WDR36,0.656208674,0.86560758,NA
DHX15,0.850221634,0.864263535,NA
YTHDC1,0.672103882,0.862657547,NA
YTHDF3;YTHDF1,0.657562892,0.859905879,NA
ZMYND11,0.651767731,0.859237035,NA
NKRF,0.816371282,0.858758291,NA
HSP90AB4P,1.105700175,0.856699626,NA
RSL24D1,0.204921087,0.856640498,NA
CAPRIN1,1.290419896,0.85400327,NA
PPP1CB,0.917970657,0.850853602,NA
DDX17,0.489985148,0.849997838,NA
HNRNPH2,0.576973597,0.849544525,NA
AMY1A;AMY2B;AMY2A;AMY1B,1.630641301,0.849456151,NA
MTCH2,0.407976151,0.844723384,NA
EXOSC9,0.86352094,0.842763901,NA
PCBP2,0.653798421,0.839907964,NA
PRPF4B,0.951372147,0.837799708,NA
CDC27,0.765925725,0.836730321,NA
ZG16B,1.190528234,0.835051219,NA
FUBP3,0.561041514,0.83469073,NA
H2AFY,0.933993022,0.833633423,NA
TMED10,0.240837097,0.832795461,NA
DDX31,1.030760447,0.831116994,NA
PSAPL1,1.490762711,0.830319087,NA
ERCC5-201;BIVM-ERCC5;ERCC5,1.088021596,0.829101563,NA
NOL6,0.562039057,0.828613281,NA
MBNL1;MBNL2;MBLL,1.17567571,0.828401566,NA
MKI67,1.111534119,0.825814565,NA
INTS10,0.93456459,0.824792226,NA
SMARCB1,1.101868947,0.822149913,NA
NHP2L1,0.669841766,0.820536296,NA
RPS15A,1.044000626,0.817558924,NA
NHP2,-0.752719879,0.816955566,NA
DCAF7,0.664510727,0.814124425,NA
S100A2,0.52499644,0.813619614,NA
H3F3B;H3F3A;HIST3H3;H3F3C,0.870541255,0.810302734,NA
AP2S1,0.822864532,0.809411367,NA
PTBP1,0.636196136,0.808434804,NA
TCP1,0.992636998,0.806659698,NA
NUP205,0.635005951,0.806077957,NA
PDHB,1.181558609,0.804790497,NA
FSCN1,1.894861857,0.803582509,NA
APOBEC3C,0.578313828,0.80260849,NA
PARP1,0.809382121,0.800002416,NA
CTNND1,0.488258998,0.797245661,NA
FBL,0.430456797,0.795523961,NA
MPO,0.569915136,0.794886271,NA
LSG1,1.144221624,0.794313431,NA
DNAJC9,1.323829015,0.793588003,NA
SPRR1B,1.014291763,0.787097931,NA
PDIA6,1.78318278,0.784511566,NA
TECR,0.353693008,0.778610865,NA
GLIS1,1.441148122,0.776716232,NA
FXR1,0.82629331,0.770985285,NA
GNAI3,1.663081487,0.770863851,NA
RPF1,0.56921196,0.767189026,NA
POLDIP3,0.530454636,0.765827179,NA
BAHCC1,1.179116567,0.76562055,NA
TOMM40,0.583759308,0.76467069,NA
SERPINB4,1.082158407,0.762587865,NA
PRPF19,0.57765007,0.761976242,NA
TIMM50,0.133235296,0.761245092,NA
PSMA7;PSMA8,1.008721034,0.75898997,NA
TMPO,0.091068268,0.757332484,NA
RPL17;RPL17-C18orf32,0.51914533,0.754498164,NA
CCT8,1.300240199,0.752875646,NA
DEFA3;DEFA1,1.296613693,0.750332514,NA
MPG,0.60832723,0.749609629,NA
PNO1,0.174009323,0.744965235,NA
HNRNPD,0.52339681,0.744047165,NA
SLC25A6,0.50931867,0.742100398,NA
ZNF827,1.451641719,0.740824382,NA
DDX21,0.545737584,0.740742366,NA
SCRIB,0.028640111,0.737002055,NA
HNRNPDL,0.960416158,0.730993907,NA
DDX5,0.602074941,0.730451584,NA
SUB1,1.158692042,0.729793549,NA
SLC25A10,0.772245407,0.727084478,NA
RPS8,0.668132146,0.723109563,NA
RPL6,0.792177836,0.719295502,NA
GPATCH4,-0.051551819,0.715257009,NA
VCP,0.987445196,0.713819504,NA
SFPQ,0.712492625,0.713798523,NA
SRPRB,0.292031606,0.713421504,NA
RCC1,1.197861989,0.712907155,NA
OGT,0.78880628,0.710613887,NA
U2AF2,0.684748332,0.709395091,NA
ARL6IP4,0.68712616,0.709162394,NA
YWHAB,-0.786242167,0.706862768,NA
POM121;POM121C;POMZP3,2.834193548,0.704558055,NA
ZNF326,1.177731832,0.702372869,NA
SIPA1L1,1.568194707,0.700760523,NA
MATR3,0.552377701,0.700431824,NA
PFKL;PFKM,0.929428736,0.699193319,NA
ZC3H14,0.632323583,0.697848002,NA
SF3B2,0.21918869,0.696787516,NA
PSMB6,0.883455912,0.696236928,NA
RAB6B;RAB6A;RAB39A,1.50753212,0.694440842,NA
ACTG1,1.020638148,0.69305865,NA
TEF,1.348449071,0.69171079,NA
DHX37,0.714928309,0.687860489,NA
MGA,1.254735947,0.68721962,NA
FABP5,1.154092789,0.687088648,NA
CSTF1,0.461207072,0.687039693,NA
HELLS,1.303002675,0.683279673,NA
RPS9,0.735730489,0.679424286,NA
RPL27A,0.738215764,0.677640279,NA
PFN1,1.327228546,0.677123388,NA
THOC3,0.569184621,0.67506663,NA
TM9SF3,0.937002182,0.673857371,NA
NOMO1;NOMO3;NOMO2,0.652613322,0.673130671,NA
RPS12,0.848113378,0.670881907,NA
MIS18BP1,-0.052870433,0.669895172,NA
GTF2A1,0.939125697,0.667778015,NA
EZR;RDX;MSN,0.921147664,0.667428335,NA
NDUFA4,1.432497025,0.667366028,NA
ATP6V1B1;ATP6V1B2,0.673829397,0.665924072,NA
SLC25A3,0.016489665,0.665774663,NA
NUP107,0.437560399,0.662949244,NA
HK2,2.143596013,0.661043167,NA
RAC1,1.968264898,0.65679423,NA
SNRPA1,0.335020065,0.656543096,NA
PPP2R1A,0.247326533,0.655313492,NA
VDAC3,0.539134343,0.653676351,NA
RPS23,0.74472936,0.652624766,NA
PKM,0.922480265,0.652352015,NA
RPL5,0.466056824,0.647130966,NA
PRPF4,0.426958084,0.645317078,NA
FASTKD2,0.65549914,0.641004562,NA
TPI1,0.847775141,0.635056178,NA
NOP14,0.478195826,0.633785248,NA
DDX6,0.33205541,0.630208969,NA
RTF1,0.145625432,0.629202525,NA
TBX3,1.222911835,0.629007975,NA
SMPD4,0.424057643,0.628332774,NA
CAPZB,0.340392431,0.62726148,NA
SNRPE,1.179345449,0.62712733,NA
RPS2,0.293073654,0.626490911,NA
ALAD,0.806010564,0.62586085,NA
PCBP1,0.51266861,0.623751322,NA
SAP18,1.161464691,0.620116552,NA
HNRNPUL1,0.236024221,0.620088577,NA
DYNLL2;DYNLL1,0.80422465,0.615942637,NA
NOP58,0.234556834,0.611617406,NA
RPLP2,1.554611842,0.609332403,NA
RPS11,0.576824824,0.608797073,NA
HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AC;HIST3H2A;HIST1H2AD;HIST1H2AG;HIST1H2AB,0.828849792,0.606388092,NA
COL1A1,1.117759069,0.605306625,NA
DDX39B,0.672590892,0.603802363,NA
RPP30,0.690465291,0.602331797,NA
KRR1,-0.253883998,0.601050695,NA
RPL18A,0.46833992,0.59764417,NA
BRD7,0.324056625,0.597566605,NA
TKT,1.166343689,0.593717575,NA
CMAS,2.539142609,0.59371376,NA
HNRNPU,0.473606745,0.591225306,NA
PRPF8,0.521790822,0.589788437,NA
EEF1E1;EEF1E1-BLOC1S5,-0.329046885,0.587711334,NA
PTCD3,0.166428884,0.586641947,NA
RSL1D1,0.444871267,0.584810893,NA
RPS4X,0.50992775,0.583738963,NA
SNRNP200,0.523047765,0.583012899,NA
LIMA1,0.292683919,0.581832886,NA
RPS29,2.071081161,0.580539068,NA
PRDX6,1.017880758,0.580389023,NA
TRIP12,0.749356588,0.576360067,NA
ZBTB1,0.435846329,0.574424744,NA
ATAD3A,0.888215383,0.57212321,NA
EMD,0.523623149,0.571814855,NA
KRTAP16-1,0.511463165,0.569038391,NA
KIAA0020,0.741140366,0.565991084,NA
CREG1,0.92010053,0.561735153,NA
RSF1,0.747438431,0.554506302,NA
CST6,1.102008184,0.554057439,NA
ETF1,0.847239176,0.550338109,NA
JCHAIN;IGJ,2.84744517,0.549523036,NA
SRP9,0.886334101,0.546861013,NA
PRRC2C,1.572209676,0.545198441,NA
RPL13,0.602383296,0.544514974,NA
TPP1,0.676933924,0.544156392,NA
PSMB3,0.403842926,0.543509165,NA
NUP155,0.291875203,0.541479747,NA
ZNF638,0.939896266,0.541079203,NA
NUP210,1.427050908,0.538455963,NA
SUPT6H,1.207221985,0.532237371,NA
SLC25A11,0.409297943,0.531540553,NA
PAICS,0.904477437,0.528649648,NA
DNAJB6;DNAJB2;DNAJB8,0.792903264,0.526457469,NA
MISP,1.988453547,0.525627772,NA
RUVBL2,0.435458501,0.524959564,NA
MTPAP,0.613124212,0.524934133,NA
HARS;HARS2,-0.422491074,0.522860845,NA
RPL3,0.607281367,0.522342682,NA
STS,1.033641179,0.519985199,NA
CTNNB1,0.218582153,0.517050425,NA
PURB,1.356409073,0.514780045,NA
CTSD,0.646982193,0.510992686,NA
MAFF,1.614323934,0.510810216,NA
ALOX12B,0.782264709,0.5100619,NA
ACTN4,0.752029419,0.508033752,NA
NVL,0.840707143,0.507555008,NA
DNAJC11,0.26492246,0.504524867,NA
RPS5,0.572264989,0.500353495,NA
PKP1,0.301278432,0.500242869,NA
MFAP1,0.931575139,0.496547699,NA
PSMA3,0.435054143,0.496500015,NA
MGST1,0.692589442,0.496238073,NA
RBM39,0.565966924,0.495144526,NA
GRWD1,0.634084702,0.485624313,NA
DAD1,1.33100001,0.484355291,NA
KPNA2,0.977305094,0.483699163,NA
PYCR2,0.194835663,0.478883108,NA
SLTM,1.347965876,0.478059133,NA
SERPINB2;SERPINB10,0.534371694,0.476970037,NA
CRNKL1,0.324691137,0.47662735,NA
U2SURP,0.301309586,0.476243973,NA
MYOF,0.173959096,0.472335815,NA
ATXN7L1,0.306230545,0.470185598,NA
RRP12,0.012396495,0.466636022,NA
NOC2L,0.207379023,0.463663737,NA
DDX51,-1.56636556,0.462903976,NA
RHOF,1.34115537,0.461783727,NA
KRT76,1.190550486,0.461133957,NA
STRAP,1.18403244,0.45815595,NA
RPL36A;RPL36A-HNRNPH2;RPL36AL,1.193897883,0.457044601,NA
IPO7,1.03632164,0.456260681,NA
IPO5,0.762789408,0.455069224,NA
CBLL1,0.872167587,0.455046972,NA
EMG1,1.235947291,0.451786041,NA
RPL14,0.269947688,0.447444916,NA
SFXN1,0.387556076,0.444694519,NA
RPS6,0.570740382,0.444654465,NA
DEK,0.260847092,0.44409434,NA
GDI2,0.37353452,0.442017237,NA
GTF3C2,0.057561874,0.438554764,NA
HACD3,0.39684995,0.437526703,NA
SLC25A24,1.057865143,0.433060964,NA
SLC25A5,0.422250112,0.430699666,NA
FAM208B,0.111939112,0.43004481,NA
RPLP0;RPLP0P6,0.374275208,0.425415675,NA
OCIAD2,1.063209534,0.424992879,NA
NO66,0.802098592,0.42475764,NA
IGHA1,0.761389414,0.422121684,NA
HSPA5,0.513810476,0.420302073,NA
RPL9,0.319268545,0.415384293,NA
RPL23,0.197591146,0.413593292,NA
LOR,0.564255397,0.413328171,NA
CHCHD3,0.393718084,0.411010742,NA
HP1BP3,1.654338201,0.410969416,NA
DDX47,0.254348755,0.410335541,NA
RPS27,0.346382777,0.409386317,NA
LAMP1,3.019605637,0.409016927,NA
RPL11,0.227837245,0.407700857,NA
DYNC1H1,1.970610301,0.407288869,NA
PABPN1,1.161389033,0.407105764,NA
SRSF3,0.418965658,0.407056808,NA
PRPF38A,1.09597524,0.405549367,NA
SNRPN;SNRPB,0.472490946,0.404006322,NA
SLC25A4,0.311923981,0.403694789,NA
VDAC1,0.26048851,0.402691523,NA
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB;HIST1H2BA,0.52603213,0.398842494,NA
ELANE,1.424797058,0.39802742,NA
SDR9C7,0.526021322,0.397041321,NA
CMSS1,0.633927663,0.395434062,NA
TUBA1A;TUBA3E,0.696493149,0.394585927,NA
RPL7A,0.254389445,0.389626821,NA
P4HB,0.872830709,0.387974421,NA
DDX27,0.324151993,0.387599309,NA
THOC6,1.892292023,0.386978785,NA
RPL23A,0.424135844,0.386586507,NA
KIAA1429,0.703837713,0.385470708,NA
RPL38,0.237852732,0.385342916,NA
7-Sep,0.727881114,0.385022481,NA
LDHA,0.841051737,0.380446116,NA
YOD1,-0.346365611,0.377527873,NA
XAB2,-0.067597071,0.37621371,NA
XPO1,1.175711314,0.375583649,NA
MYBBP1A,0.17985026,0.374846141,NA
KNOP1,0.072541555,0.372836431,NA
CREB1,1.020771662,0.37065951,NA
ATP13A1,0.489744186,0.363131205,NA
WDR43,0.238769531,0.361925125,NA
S100A14,0.858805974,0.359168371,NA
DDOST,0.273623784,0.35559845,NA
PSMD2,0.247288386,0.35532252,NA
EXD2,-0.281152089,0.352273305,NA
PPP1CA,0.332764308,0.349987666,NA
GM2A,1.770462672,0.346274058,NA
EPPK1,-0.144830068,0.345686595,NA
SYNCRIP,0.171309153,0.341005325,NA
EEF1A2,1.625727971,0.340418498,NA
SLIRP,1.589975993,0.339684168,NA
IGKC,0.312698364,0.336304347,NA
PSMA6,0.875560125,0.336278915,NA
HNRNPUL2;HNRNPUL2-BSCL2,0.254543304,0.330723445,NA
CSTA,0.596525828,0.329520543,NA
CAMK2G,0.100884755,0.329219818,NA
PAF1,1.037853241,0.329072952,NA
FOXP1,1.642256419,0.3283933,NA
NPM1,0.111740112,0.327628454,NA
KLK7,0.879222234,0.327272415,NA
NUDT5,0.723592122,0.325315475,NA
GNL2,0.918384552,0.323862076,NA
NOP56,0.152801514,0.322259903,NA
SEMG2,-2.806859334,0.321140289,NA
RPL8,0.415555318,0.319279989,NA
LGALSL,0.211800893,0.318464915,NA
CDCP1,0.356023153,0.314890544,NA
CCAR2,0.158537547,0.314357122,NA
CSNK2B;CSNK2B-LY6G5B-562;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.560071309,0.313414256,NA
RPN1,0.421510696,0.312988281,NA
PHB,0.111185074,0.310712814,NA
DDX46,0.311796824,0.307970683,NA
RPS3,0.386959076,0.307937622,NA
RPS20,0.188673655,0.306907654,NA
DLST,-0.015726089,0.30684344,NA
ILF2,0.410779317,0.304341634,NA
FUS,0.995603561,0.303145091,NA
RPL15,0.362148921,0.302057902,NA
RPL12,0.389151255,0.299823125,NA
ARF1;ARF3;ARF5;ARF4,1.362817128,0.291939418,NA
RBM17,0.423259735,0.285119375,NA
SLC25A1,0.340437571,0.28459549,NA
GGH,0.813854218,0.284344991,NA
IMPA2,0.350436529,0.28379631,NA
DDX3X;DDX3Y,0.159290314,0.2836984,NA
EIF5A;EIF5A2;EIF5AL1,0.208000819,0.278216044,NA
HAL,0.750534058,0.276526769,NA
ABCD3,0.287237803,0.276369095,NA
RPL7L1,0.118310293,0.273699443,NA
DDX19A;DDX19B,0.346749624,0.273382823,NA
XPC,0.03046608,0.2712485,NA
KLK13,0.671211878,0.270491918,NA
RPL10A,0.254765193,0.267016093,NA
RPS3A,0.39870135,0.266821543,NA
ADAR,0.073289871,0.26607132,NA
LYAR,0.582970937,0.263404846,NA
NEU2,1.018100103,0.262798945,NA
SERPINA12,0.36161677,0.262491226,NA
RPS25,0.418454488,0.262276332,NA
C3orf38,0.872701645,0.260945638,NA
PSMA1,0.458780289,0.260312398,NA
SERPINB3,0.744821548,0.25730896,NA
LAS1L,0.414656957,0.253452301,NA
EIF4G1,0.834761302,0.251562119,NA
TMED7-TICAM2;TMED7,0.857088725,0.248271942,NA
TFB1M,0.419562022,0.248120626,NA
RPL7,0.41418457,0.247933706,NA
NMT1,0.047314962,0.247205734,NA
CTSB,1.762135188,0.247140249,NA
FBLL1,0.158016205,0.246295929,NA
SPRR2E;SPRR2A;SPRR2F,0.291968664,0.244574229,NA
OSTC,1.063150406,0.243083318,NA
TADA1,1.212023417,0.238778432,NA
DSC3,0.73398145,0.237658183,NA
GAR1,0.993220011,0.237217585,NA
SERPINB8,0.561613719,0.229686737,NA
CDC5L,-0.743498484,0.228827794,NA
PARK7,0.233559926,0.226910273,NA
PRDX1,0.641398112,0.225022634,NA
PRDX2,0.456034978,0.223603566,NA
RPL19,0.436182658,0.221967697,NA
GNA13,-0.421159108,0.220301946,NA
POF1B,0.349355062,0.217440287,NA
NOP2,0.062496185,0.210845947,NA
RPSA,0.494403839,0.210030238,NA
GAPDH,0.455091476,0.209077199,NA
AP1G1,0.796293259,0.20902888,NA
CTSC,0.496674856,0.20574824,NA
TMEM209,0.193950653,0.205080032,NA
NAT10,-0.249952952,0.204388301,NA
GLRX,0.23696963,0.20328331,NA
PNPLA6,1.090823491,0.200414022,NA
RPL28,0.227487564,0.200283686,NA
TAF5,-0.183132172,0.199721018,NA
IL36G,0.385690689,0.198612849,NA
RBM25,0.232508341,0.19084549,NA
NDC1,-0.382692973,0.190109253,NA
DSG1,0.278362274,0.178511302,NA
SRSF5,0.064645131,0.178383509,NA
ADNP2,2.007376353,0.177796046,NA
EIF3E,1.125995636,0.173268,NA
LCN1,0.229903539,0.166273753,NA
ILF3,0.113661448,0.164517085,NA
SLC2A1,1.131004969,0.163427353,NA
HSPA8,0.224859238,0.162579219,NA
RPL13A;RPL13a;RPL13AP3,0.137352626,0.161144892,NA
TOP1,-0.038893382,0.1601607,NA
LUC7L2,0.062589645,0.159519831,NA
MTX2,0.878972371,0.158783595,NA
DUSP14,0.207125982,0.157588323,NA
HNRNPR,0.164691925,0.15342013,NA
SBSN,0.730928421,0.151130676,NA
MBOAT7,0.095366796,0.1492939,NA
SCAF1,0.073500315,0.14830335,NA
ARID4A,0.518007278,0.147049586,NA
RPL24,0.319736481,0.144505183,NA
NCCRP1,0.418593089,0.144236247,NA
DNAJA2,-0.152206421,0.139695485,NA
CBX5,1.295843124,0.139066696,NA
SLC25A32,0.544364293,0.134705226,NA
CPA4,0.538550059,0.132737478,NA
AURKB,0.680386225,0.132656097,NA
MEF2D,0.80029424,0.132652283,NA
A2ML1,0.438659668,0.129178365,NA
RPS14,0.185148239,0.127204259,NA
ANKRD12,1.630330404,0.119583766,NA
RRP15,0.502913793,0.115383784,NA
LMNA,0.216175715,0.113183339,NA
MTA3,0.359802246,0.112595876,NA
FLOT1,0.526970545,0.112290064,NA
ATP2A2,0.092966715,0.11113294,NA
FAM179B,0.963908513,0.11082077,NA
RNASE7,0.35926946,0.110701243,NA
CDSN,0.040804545,0.110569636,NA
SLURP1,0.44649442,0.107885361,NA
CPNE3,0.238505681,0.104897181,NA
PSMB4,0.918219248,0.096107483,NA
EWSR1,0.720880508,0.093666077,NA
PNP,-0.094275792,0.09358724,NA
GTF3C3,0.328983943,0.092590332,NA
RPS27A;UBC;UBB;UBA52,0.074241002,0.091204325,NA
MRPL53,1.183462143,0.084066391,NA
RPL27,0.543832143,0.082418442,NA
TGM1,0.311312358,0.080016454,NA
ZHX2,0.808033625,0.076698939,NA
KPRP,0.159469604,0.075387319,NA
LGALS1,0.324186961,0.072629929,NA
ECM1,0.471911112,0.069941839,NA
RPN2,0.429759343,0.064126968,NA
SEC61A1,0.174634298,0.06403478,NA
CCT3,-0.321424484,0.059252421,NA
PAX9,1.933860143,0.055997213,NA
BUD13,1.149548213,0.055596034,NA
NIFK,0.004845301,0.054779053,NA
HSPA1B;HSPA1A,0.072685242,0.050580978,NA
CHAF1B,0.050348918,0.046522141,NA
DNTTIP2,0.039019903,0.045541763,NA
RBM42,0.630869548,0.042521159,NA
GCN1L1,0.440092087,0.040273031,NA
DDX56,-0.111394246,0.028519948,NA
DDX52,-0.217805862,0.023172379,NA
SYPL1,0.026574453,0.023061752,NA
DSP,0.03042984,0.021867116,NA
ATP5C1,0.030869802,0.0170784,NA
GTF3C4,1.113380432,0.007528305,NA
CORO1C,-0.314842224,0.005573908,NA
RPL10,0.407055537,0.004234314,NA
RPS16,0.078037898,0.00061353,NA
USP11,-0.304296494,-0.000543594,NA
DHX36,-0.716929754,-0.006198883,NA
RAB10,0.514513016,-0.00803566,NA
LGALS7,0.265061061,-0.014700572,NA
BCLAF1,-0.489857992,-0.02050209,NA
SLC3A2,-0.285022736,-0.021197001,NA
KLK10,0.359345754,-0.027400335,NA
CWF19L1,-0.440177282,-0.031030655,NA
LRPPRC,0.113929749,-0.031546275,NA
NOC4L,0.895605087,-0.032740911,NA
ALYREF,0.990461349,-0.033495585,NA
PSMA2,0.017477036,-0.054252625,NA
FTSJ3,-0.159509023,-0.055821737,NA
RFX1,1.621857961,-0.056086222,NA
ZBTB20,0.349943797,-0.056507111,NA
CSTB,-0.020911535,-0.058736801,NA
PSMB2,0.332211177,-0.064201355,NA
XP32,-0.020151138,-0.066940308,NA
GRN,0.07608223,-0.067469915,NA
SF3A3,-0.072983424,-0.075548808,NA
SF3B1,-0.220677058,-0.082023621,NA
NCL,-0.134472529,-0.083269755,NA
UIMC1,1.040606817,-0.086657842,NA
AHCY,0.154309591,-0.091161092,NA
CENPB,0.567778905,-0.093472163,NA
MYH14,0.660902023,-0.094583511,NA
RRP1B,0.920639038,-0.094790777,NA
TCOF1,-0.633376439,-0.108371735,NA
SART1,-0.542907079,-0.115631104,NA
NOC3L,-0.37833341,-0.129683177,NA
TRAM1,1.096761068,-0.135580063,NA
GSTP1,-0.154144923,-0.135747274,NA
ERF,1.02880923,-0.137293498,NA
RPL4,-0.053199768,-0.137425105,NA
PSMA5,-0.004544576,-0.140618642,NA
JUP,-0.045181274,-0.142134984,NA
PNN,-0.520540873,-0.14553388,NA
DERL1,0.352765401,-0.15707461,NA
PDS5B,0.413731893,-0.15968895,NA
TFRC,0.116404215,-0.163282394,NA
MBD2,1.707722346,-0.164754868,NA
COL1A2,2.726280212,-0.168665568,NA
PDLIM1,0.682693481,-0.171263377,NA
RPL34,0.089223862,-0.175633748,NA
RCC2,1.08863767,-0.194014231,NA
ZC3H18,-0.982058843,-0.206332525,NA
RNF219,-0.475371043,-0.208595912,NA
TGM3,0.013575872,-0.21298027,NA
CACTIN,1.236398061,-0.224469503,NA
AZGP1,0.017599742,-0.224745433,NA
RPL18,-0.095333735,-0.227698644,NA
LMO7,-0.22372818,-0.231547038,NA
SDHA,0.215300242,-0.236651103,NA
GSDMA,0.024957021,-0.237134933,NA
ZC3H11A,-0.287333171,-0.239611944,NA
TXN,-0.25651741,-0.239821752,NA
BLMH,0.144399007,-0.243465424,NA
C14orf166,-0.291861216,-0.243577321,NA
AHCTF1,-0.136461894,-0.254991531,NA
NUP50,-0.286685944,-0.260691325,NA
SERBP1,-0.694450378,-0.260808309,NA
MAP4,-0.304240545,-0.269728343,NA
TMPO,0.095364889,-0.270463308,NA
ATF2,0.321393331,-0.275497437,NA
AKAP1,0.153695424,-0.275692622,NA
CAPZA1,-0.610488256,-0.276608149,NA
MRPL10,0.046179454,-0.278966904,NA
COIL,-0.345662435,-0.279630661,NA
SPRR2G,0.125675837,-0.283639908,NA
SUPV3L1,-0.815529505,-0.292469025,NA
FEN1,-0.786010106,-0.298121134,NA
