q_Value,Difference,stat,gene_name
0,-2.211875916,-8.623376812,FBXO5
0.000218695,-2.205714544,-5.038616619,CILK1
0.002030912,-2.202925364,-3.349808537,ZNF708
0,-2.202277184,-8.357492279,ANLN
0.011276732,-2.201852798,-2.374189639,BARD1
0.033912012,-2.201417605,-1.81346575,HGFAC
0.000235294,-2.189358711,-5.199632661,TMEM248
0,-2.188226064,-7.76003506,APOC3
0,-2.184726079,-8.939311331,COL6A2
0,-2.182813327,-6.26662619,POMP
0,-2.177109083,-6.15722417,TPX2
0.004012323,-2.175642967,-2.917198912,RNF138
0.001507589,-2.175150235,-3.514945286,RAD54L
0,-2.170265834,-10.63992467,TRIM26
0.000191654,-2.169811567,-4.778356526,SLC6A8
0,-2.166786512,-9.357548409,FPGS
0.01723828,-2.165720622,-2.129377561,ARHGAP19
0.000479467,-2.165268262,-4.060390131,STEAP1
0.000189313,-2.161690712,-4.728091457,JAG2
0,-2.158018748,-15.56226007,TCAF1
0.001376936,-2.151603381,-3.556221242,TFAP4
0.011908249,-2.149018288,-2.328373633,CSNK1G1
0,-2.146177292,-8.354793266,ZCCHC2
0,-2.144343694,-7.414238823,ESPL1
0.026656282,-2.137940089,-1.931232583,HLA-DQB1
0,-2.130113284,-9.141881143,NCAPH2
0,-2.128031095,-8.766877327,POLE
0.000304294,-2.124655724,-4.253242828,PLAAT3
0.036104455,-2.122578621,-1.787768358,PALM3
0.073259516,-2.121935209,-1.461512317,PES1
0,-2.120748838,-7.867173172,RNF181
0.0252657,-2.120165189,-1.958577521,FBXW5
0,-2.120115916,-6.410690667,ECT2
0.015807708,-2.108896255,-2.167603139,LMBRD1
0,-2.108263652,-8.073441481,KNSTRN
0,-2.108166059,-10.24387232,NCAPG2
0.000198718,-2.09919707,-4.832002358,RARA
0.005009867,-2.095986684,-2.805204126,ESCO2
0,-2.092104276,-6.698154887,DSC3
0.000258873,-2.087380409,-5.364385448,MTBP
0.00055814,-2.083853722,-3.989582873,LRRC45
0,-2.081983884,-8.362173319,HMGCS1
0.005314415,-2.077667554,-2.767177598,BNIP3L
0.024851595,-2.066476186,-1.968400258,ZNF791
0,-2.05973498,-15.43880913,TTK
0.000342541,-2.059525172,-5.966086363,LPCAT3
0.000262156,-2.056855838,-5.399213181,CASP8
0,-2.056548119,-8.758915415,MLPH
0.00031,-2.056174278,-5.776908734,COX16
0.023794549,-2.0545578,-1.984557231,ELL2
0.002135135,-2.04998366,-3.307809005,TXNDC16
0.000389016,-2.048155467,-4.135241728,NEIL2
0.010761145,-2.04583168,-2.414679821,DCAF4
0.004493413,-2.041080793,-2.867879479,WNT5A
0.000181287,-2.03973039,-4.633379596,CERCAM
0.000207012,-2.037353516,-4.924792569,TCTN3
0.018567096,-2.036551158,-2.101342502,TEX30
0.000564103,-2.03363959,-4.005620938,FBH1
0,-2.030786514,-9.465183903,MAGEE1
0.00501468,-2.022308668,-2.824800057,DOT1L
0.039357569,-2.020333608,-1.745097732,SPATA33
0.000304668,-2.018951098,-5.748114807,PHLPP1
0.001287317,-2.017162959,-3.566588983,RNF135
0,-2.014946302,-9.873950654,PRADC1
0.00018845,-2.013358752,-4.716359619,NUSAP1
0.000185351,-2.011374474,-4.685352234,HOXA13
0,-2.010815303,-6.998183999,POLE2
0,-2.006824811,-6.076876747,CEP57
0.000191063,-2.004789352,-4.775565729,CCNB1
0,-2.002743085,-9.170275017,ZNHIT6
0,-2.002721151,-7.565967636,PRR11
0.000244094,-2.001877149,-5.246644009,CLDN11
0,-2.001811028,-8.195867893,PDGFRA
0.034291589,-2.000795682,-1.810146143,PTTG1
0,-1.994742393,-8.149324257,KIFC1
0,-1.993836085,-8.503856528,USP33
0,-1.987210592,-6.089018013,OMA1
0.000287037,-1.985300064,-5.562982015,ABI3BP
0.000207705,-1.984423002,-4.93699346,COQ8B
0.000843284,-1.983616829,-3.722241074,TOR4A
0.000851224,-1.980019252,-3.741828127,ATP6AP1
0.008239919,-1.977478345,-2.541848307,MAP6D1
0.003513514,-1.975863775,-3.003908978,UBXN2B
0,-1.972636859,-8.55101961,TMEM45A
